exclamation_point
BEGIN
82,46
93,60
98,67
103,75
108,84
115,96
122,109
129,122
135,134
141,146
146,156
152,167
157,175
161,183
163,189
166,194
167,199
169,203
170,207
172,211
172,213
173,215
174,216
174,217
174,219
175,219
176,219
176,220
177,221
178,223
215,261
205,267
203,268
202,271
202,272
201,274
200,277
199,279
199,280
199,282
199,283
199,284
199,285
199,287
199,288
199,290
199,291
200,292
201,293
201,295
202,295
202,297
203,298
204,299
206,299
206,300
207,300
209,301
210,301
210,302
213,302
214,302
216,302
217,301
218,301
220,300
222,299
225,297
226,295
228,294
230,292
231,290
233,288
234,286
235,283
236,282
237,279
238,277
238,275
238,274
238,273
239,271
239,270
239,268
239,267
239,266
239,263
238,261
238,260
238,259
237,258
237,257
236,256
234,254
232,253
230,252
229,252
227,252
226,252
223,252
221,254
219,255
217,256
216,257
214,259
210,262
208,265
207,266
206,267
END
BEGIN
270,316
276,305
277,303
278,301
278,302
278,303
277,306
275,308
274,311
274,313
274,314
274,315
273,316
273,317
273,318
272,318
272,319
271,319
264,292
257,281
253,275
248,266
244,258
238,250
234,242
230,234
224,222
218,211
211,199
206,187
201,176
196,165
191,154
186,143
180,133
175,123
171,115
167,106
164,98
161,91
158,85
158,84
END
BEGIN
293,301
282,267
272,251
267,243
263,237
259,231
255,223
251,216
247,208
242,200
236,188
230,177
224,167
219,155
213,144
207,135
202,125
198,115
194,105
190,96
186,87
182,79
178,71
175,63
173,59
173,57
END
BEGIN
125,107
133,117
137,123
142,131
148,138
154,146
161,158
169,170
177,182
185,194
192,207
199,219
205,231
209,239
210,240
246,267
END
BEGIN
138,71
145,83
148,88
151,94
155,100
158,107
161,112
164,119
166,125
170,131
174,137
178,143
182,149
185,155
188,162
191,167
194,173
196,178
198,183
200,187
202,191
204,195
206,199
208,201
210,203
211,205
212,207
232,230
END
BEGIN
100,64
106,81
109,88
111,95
114,103
116,110
118,117
121,125
123,132
126,141
130,149
132,159
135,170
138,181
141,192
143,203
146,211
148,219
148,220
156,259
END
BEGIN
174,60
183,74
186,80
190,87
193,94
196,100
198,107
202,115
206,122
210,130
215,145
218,153
221,161
223,168
226,176
229,183
232,191
234,198
237,203
238,204
246,231
END
BEGIN
120,32
126,47
129,54
132,60
135,67
138,75
142,83
146,91
152,103
158,115
163,127
168,139
174,152
179,164
184,175
188,183
189,185
198,217
END
BEGIN
78,59
87,74
90,79
94,87
99,94
104,102
110,114
117,126
123,138
130,150
136,163
143,175
150,188
155,200
160,209
161,211
174,239
END
BEGIN
95,64
104,82
108,89
112,98
118,111
125,125
131,139
141,162
150,183
158,200
166,216
174,230
181,243
186,255
190,262
191,265
216,301
END
BEGIN
138,67
141,79
142,83
144,87
146,94
149,101
151,107
154,113
156,119
158,125
161,131
162,137
165,143
166,148
167,154
169,159
170,163
171,167
172,170
173,172
174,174
174,176
175,178
175,179
176,179
176,180
176,181
177,182
177,183
178,183
178,184
198,223
END
BEGIN
110,63
114,76
116,81
118,85
119,91
122,97
124,103
127,109
130,115
132,120
134,126
136,131
138,135
139,140
140,143
141,146
142,148
142,151
143,153
143,154
143,155
144,155
144,156
144,157
144,158
145,158
145,159
166,191
END
BEGIN
95,50
102,62
105,67
108,73
111,80
114,87
117,93
120,99
123,104
126,111
130,117
132,123
135,129
138,135
140,140
142,145
144,150
145,154
146,156
147,159
148,160
149,163
150,164
150,165
150,166
150,167
151,167
177,205
END
BEGIN
212,237
201,227
197,222
192,216
187,210
182,205
178,199
174,194
170,187
166,181
161,174
157,167
152,160
148,153
144,145
139,138
135,130
131,123
127,115
124,107
121,100
118,93
115,86
112,79
110,73
107,67
105,62
103,57
102,52
100,49
99,47
98,44
98,43
98,41
98,40
97,39
98,39
98,38
98,39
99,39
101,40
102,41
102,42
105,44
106,47
109,51
111,55
114,61
117,66
120,71
123,77
127,83
130,89
134,95
138,102
140,108
143,115
147,122
150,128
154,135
158,141
161,148
164,155
167,161
170,167
174,174
178,180
182,186
186,192
188,199
191,204
194,209
197,214
199,219
202,223
206,227
208,231
211,235
213,238
214,240
216,243
218,245
219,247
240,270
240,282
241,282
242,282
242,281
242,280
242,279
243,279
243,278
243,277
242,276
242,275
241,275
241,274
240,274
239,274
239,273
END
BEGIN
228,247
224,235
222,231
221,225
218,217
216,211
214,205
210,197
207,191
205,183
202,176
198,168
195,160
190,151
184,139
178,128
173,119
167,111
162,103
158,97
154,91
150,86
146,81
143,75
140,71
137,67
134,63
133,62
132,59
131,59
130,58
130,57
130,56
130,57
130,58
130,59
130,60
130,61
130,62
131,63
131,67
132,69
133,73
134,75
134,76
136,80
138,83
139,87
142,93
143,96
146,102
149,107
151,112
154,117
157,123
160,128
165,134
169,139
173,145
178,151
182,157
187,163
192,169
197,175
201,180
205,186
209,192
212,197
215,203
218,207
221,213
223,217
226,221
227,223
228,226
229,228
230,231
231,233
231,234
232,235
233,236
233,237
233,238
233,239
258,286
247,292
246,292
246,291
246,290
247,290
247,289
247,288
248,287
249,287
249,286
250,286
250,285
250,284
251,284
251,283
252,283
253,283
254,282
254,283
254,284
END
