MOUSEDOWN
196,57
188,73
184,81
180,87
176,94
172,102
168,109
164,117
158,129
152,141
148,152
144,163
141,175
138,186
136,197
133,209
132,213
132,219
131,225
130,229
130,235
130,240
130,245
130,249
130,256
130,258
131,262
131,267
132,271
132,276
133,278
134,281
135,287
136,293
138,297
139,299
140,302
141,305
143,308
144,311
146,313
148,316
152,321
156,326
160,330
162,332
164,334
167,336
170,337
176,341
180,343
184,344
187,345
189,345
192,346
196,347
199,347
202,348
205,348
208,347
211,347
214,346
216,345
220,345
223,345
225,343
228,342
231,341
233,340
236,338
238,337
243,333
247,329
252,325
253,323
256,321
257,318
259,315
260,313
261,310
262,308
263,305
264,302
265,299
265,297
266,293
267,290
267,287
267,284
268,281
268,277
268,273
268,266
267,263
267,259
266,256
266,252
265,249
264,245
264,241
263,237
262,234
261,230
260,226
259,223
256,216
253,208
251,200
247,188
244,177
240,165
235,154
230,145
226,134
222,125
218,115
214,105
209,96
204,87
200,78
197,70
195,65
193,60
191,55
189,50
188,46
187,42
185,40
184,38
184,37
184,35
184,34
183,33
183,34
183,33
MOUSEUP
RECOGNIZE
