MOUSEDOWN
74,149
74,150
74,153
74,155
74,159
74,164
74,167
74,171
74,175
73,180
72,185
72,191
71,197
71,203
70,207
69,214
69,218
67,223
66,227
65,232
65,237
65,239
65,243
65,246
64,249
64,251
64,255
64,258
64,260
64,262
64,264
64,266
64,267
64,268
66,269
69,269
71,270
75,270
78,271
84,271
91,274
99,275
109,277
119,278
129,280
138,283
148,285
155,287
160,289
166,291
169,291
170,292
172,293
174,294
177,295
178,295
182,295
184,295
185,295
186,296
187,296
188,296
190,296
194,297
197,297
199,297
200,297
201,293
202,289
202,283
202,279
202,276
203,271
204,271
204,267
204,264
205,261
206,259
206,256
207,253
207,251
207,248
208,245
209,242
210,239
210,236
210,234
210,231
210,230
210,227
211,225
211,223
211,222
212,219
213,218
213,215
214,211
215,209
215,206
216,205
217,202
218,199
218,197
218,195
219,192
220,190
220,189
220,187
221,185
221,183
222,181
222,178
222,176
223,175
223,174
223,173
222,173
221,172
219,172
218,172
217,172
216,172
214,172
213,172
211,172
210,172
208,172
205,172
202,172
200,172
197,171
194,171
192,171
190,171
188,171
187,171
186,171
184,171
183,171
182,170
181,170
179,170
178,169
176,168
174,168
173,167
171,167
169,167
167,167
166,166
164,165
162,164
161,164
160,164
159,164
158,164
157,164
156,164
154,164
152,163
151,163
150,163
149,163
148,162
147,162
146,162
145,161
143,161
142,160
141,159
139,159
138,159
136,158
135,158
134,158
133,158
131,158
131,157
130,157
129,157
128,156
127,156
125,156
123,155
122,155
120,155
119,155
118,155
117,155
116,155
115,155
114,155
112,154
111,153
110,153
109,152
108,152
108,151
107,151
106,151
105,151
104,151
103,150
102,149
101,149
100,149
99,148
97,147
96,147
94,147
94,146
93,146
92,146
91,145
90,145
88,144
87,144
86,144
85,144
84,144
82,144
81,144
80,144
79,144
78,144
78,143
77,143
76,143
75,143
74,143
74,144
74,145
74,146
74,147
74,148
74,149
74,150
MOUSEUP
RECOGNIZE
