MOUSEDOWN
76,230
87,221
92,217
97,211
103,205
108,200
113,194
119,189
124,185
130,179
136,173
142,168
148,163
155,157
160,153
167,148
172,142
178,137
183,133
188,129
192,125
195,121
197,119
199,117
200,117
200,116
201,115
202,115
202,114
203,114
203,113
204,113
140,116
152,117
153,117
154,117
155,117
156,117
157,117
158,117
159,117
160,117
161,118
163,118
164,118
167,118
169,119
172,119
175,119
176,119
177,119
178,119
179,119
180,119
181,119
182,119
183,119
184,119
184,120
185,120
186,120
187,120
188,120
189,120
190,120
191,120
192,120
193,120
194,120
203,121
199,134
197,141
196,148
193,155
192,161
190,167
188,173
186,179
184,184
182,189
180,193
180,197
178,199
178,201
177,201
177,202
176,203
176,204
176,205
MOUSEUP
RECOGNIZE
