MOUSEDOWN
216,95
204,89
201,88
200,87
199,87
195,86
193,85
192,85
190,85
188,85
187,85
185,85
183,86
180,87
178,87
176,88
170,91
167,93
163,95
160,97
158,99
156,101
153,104
148,109
144,115
140,121
136,128
133,131
131,135
128,143
126,147
124,152
123,157
121,163
120,169
118,174
117,178
116,182
116,186
116,190
115,196
114,201
114,206
113,212
113,216
113,219
113,225
113,229
113,237
113,240
114,245
114,250
115,255
115,260
116,265
116,269
117,273
118,278
119,282
120,287
120,292
122,296
124,300
125,305
128,310
131,319
133,325
136,332
140,337
144,345
148,351
153,357
158,362
162,367
164,369
167,371
169,373
172,374
174,375
176,376
179,377
181,377
183,377
185,378
186,378
188,378
189,378
191,377
192,377
193,377
195,377
196,376
197,375
199,374
200,373
202,372
204,370
204,369
206,366
208,365
208,362
209,360
211,357
212,354
212,352
213,349
214,345
215,342
216,339
216,336
217,332
218,329
218,325
219,321
220,313
220,305
221,297
222,289
223,276
224,263
224,257
224,251
224,245
225,239
225,234
225,228
225,218
224,209
224,204
224,199
224,194
224,189
223,185
223,181
222,174
222,171
221,168
220,161
219,153
217,145
216,138
214,130
212,123
210,116
208,109
205,105
204,100
201,96
200,92
199,89
197,87
196,85
196,82
195,81
194,80
193,79
193,78
193,77
MOUSEUP
RECOGNIZE
